condition,condition_group,sex,min_age,max_age,value,diagnoses,mortality_flag
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,X5,NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,V01,NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,V879,NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,V88,NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,V9,NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,X5,NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.09,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,V01,NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,V879,NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,V88,NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,V9,NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,X5,NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.02,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,V01,NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,V879,NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,V88,NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,V9,NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,X5,NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.06,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,V01,NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,V879,NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,V88,NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,V9,NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,X5,NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,V01,NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,V879,NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,V88,NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,V9,NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,X5,NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.02,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V01,NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V879,NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V88,NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V9,NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,X5,NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V01,NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V879,NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V88,NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V9,NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,X5,NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V01,NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V879,NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V88,NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V9,NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,X5,NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,Y8[^7],NA
Intentional injuries: Intentional self-harm,acute,1,16,24,0.07,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,1,16,24,0.07,X7,NA
Intentional injuries: Intentional self-harm,acute,1,16,24,0.07,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,1,16,24,0.07,Y870,NA
Intentional injuries: Intentional self-harm,acute,2,16,24,0.02,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,2,16,24,0.02,X7,NA
Intentional injuries: Intentional self-harm,acute,2,16,24,0.02,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,2,16,24,0.02,Y870,NA
Intentional injuries: Intentional self-harm,acute,1,25,34,0.12,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,1,25,34,0.12,X7,NA
Intentional injuries: Intentional self-harm,acute,1,25,34,0.12,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,1,25,34,0.12,Y870,NA
Intentional injuries: Intentional self-harm,acute,2,25,34,0.02,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,2,25,34,0.02,X7,NA
Intentional injuries: Intentional self-harm,acute,2,25,34,0.02,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,2,25,34,0.02,Y870,NA
Intentional injuries: Intentional self-harm,acute,1,35,44,0.17,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,1,35,44,0.17,X7,NA
Intentional injuries: Intentional self-harm,acute,1,35,44,0.17,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,1,35,44,0.17,Y870,NA
Intentional injuries: Intentional self-harm,acute,2,35,44,0.03,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,2,35,44,0.03,X7,NA
Intentional injuries: Intentional self-harm,acute,2,35,44,0.03,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,2,35,44,0.03,Y870,NA
Intentional injuries: Intentional self-harm,acute,1,45,54,0.18,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,1,45,54,0.18,X7,NA
Intentional injuries: Intentional self-harm,acute,1,45,54,0.18,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,1,45,54,0.18,Y870,NA
Intentional injuries: Intentional self-harm,acute,2,45,54,0.06,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,2,45,54,0.06,X7,NA
Intentional injuries: Intentional self-harm,acute,2,45,54,0.06,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,2,45,54,0.06,Y870,NA
Intentional injuries: Intentional self-harm,acute,1,55,64,0.2,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,1,55,64,0.2,X7,NA
Intentional injuries: Intentional self-harm,acute,1,55,64,0.2,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,1,55,64,0.2,Y870,NA
Intentional injuries: Intentional self-harm,acute,2,55,64,0.04,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,2,55,64,0.04,X7,NA
Intentional injuries: Intentional self-harm,acute,2,55,64,0.04,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,2,55,64,0.04,Y870,NA
Intentional injuries: Intentional self-harm,acute,1,65,74,0.12,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,1,65,74,0.12,X7,NA
Intentional injuries: Intentional self-harm,acute,1,65,74,0.12,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,1,65,74,0.12,Y870,NA
Intentional injuries: Intentional self-harm,acute,2,65,74,0.01,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,2,65,74,0.01,X7,NA
Intentional injuries: Intentional self-harm,acute,2,65,74,0.01,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,2,65,74,0.01,Y870,NA
Intentional injuries: Intentional self-harm,acute,1,75,84,0.05,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,1,75,84,0.05,X7,NA
Intentional injuries: Intentional self-harm,acute,1,75,84,0.05,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,1,75,84,0.05,Y870,NA
Intentional injuries: Intentional self-harm,acute,2,75,84,0,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,2,75,84,0,X7,NA
Intentional injuries: Intentional self-harm,acute,2,75,84,0,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,2,75,84,0,Y870,NA
Intentional injuries: Intentional self-harm,acute,1,85,1000,0,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,1,85,1000,0,X7,NA
Intentional injuries: Intentional self-harm,acute,1,85,1000,0,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,1,85,1000,0,Y870,NA
Intentional injuries: Intentional self-harm,acute,2,85,1000,0,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,2,85,1000,0,X7,NA
Intentional injuries: Intentional self-harm,acute,2,85,1000,0,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,2,85,1000,0,Y870,NA
Intentional injuries: Intentional self-harm,acute,1,16,24,0.03,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,1,16,24,0.03,X7,NA
Intentional injuries: Intentional self-harm,acute,1,16,24,0.03,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,1,16,24,0.03,Y870,NA
Intentional injuries: Intentional self-harm,acute,2,16,24,0.01,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,2,16,24,0.01,X7,NA
Intentional injuries: Intentional self-harm,acute,2,16,24,0.01,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,2,16,24,0.01,Y870,NA
Intentional injuries: Intentional self-harm,acute,1,25,34,0.05,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,1,25,34,0.05,X7,NA
Intentional injuries: Intentional self-harm,acute,1,25,34,0.05,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,1,25,34,0.05,Y870,NA
Intentional injuries: Intentional self-harm,acute,2,25,34,0.01,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,2,25,34,0.01,X7,NA
Intentional injuries: Intentional self-harm,acute,2,25,34,0.01,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,2,25,34,0.01,Y870,NA
Intentional injuries: Intentional self-harm,acute,1,35,44,0.07,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,1,35,44,0.07,X7,NA
Intentional injuries: Intentional self-harm,acute,1,35,44,0.07,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,1,35,44,0.07,Y870,NA
Intentional injuries: Intentional self-harm,acute,2,35,44,0.01,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,2,35,44,0.01,X7,NA
Intentional injuries: Intentional self-harm,acute,2,35,44,0.01,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,2,35,44,0.01,Y870,NA
Intentional injuries: Intentional self-harm,acute,1,45,54,0.08,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,1,45,54,0.08,X7,NA
Intentional injuries: Intentional self-harm,acute,1,45,54,0.08,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,1,45,54,0.08,Y870,NA
Intentional injuries: Intentional self-harm,acute,2,45,54,0.03,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,2,45,54,0.03,X7,NA
Intentional injuries: Intentional self-harm,acute,2,45,54,0.03,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,2,45,54,0.03,Y870,NA
Intentional injuries: Intentional self-harm,acute,1,55,64,0.09,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,1,55,64,0.09,X7,NA
Intentional injuries: Intentional self-harm,acute,1,55,64,0.09,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,1,55,64,0.09,Y870,NA
Intentional injuries: Intentional self-harm,acute,2,55,64,0.02,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,2,55,64,0.02,X7,NA
Intentional injuries: Intentional self-harm,acute,2,55,64,0.02,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,2,55,64,0.02,Y870,NA
Intentional injuries: Intentional self-harm,acute,1,65,74,0.06,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,1,65,74,0.06,X7,NA
Intentional injuries: Intentional self-harm,acute,1,65,74,0.06,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,1,65,74,0.06,Y870,NA
Intentional injuries: Intentional self-harm,acute,2,65,74,0,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,2,65,74,0,X7,NA
Intentional injuries: Intentional self-harm,acute,2,65,74,0,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,2,65,74,0,Y870,NA
Intentional injuries: Intentional self-harm,acute,1,75,84,0.02,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,1,75,84,0.02,X7,NA
Intentional injuries: Intentional self-harm,acute,1,75,84,0.02,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,1,75,84,0.02,Y870,NA
Intentional injuries: Intentional self-harm,acute,2,75,84,0,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,2,75,84,0,X7,NA
Intentional injuries: Intentional self-harm,acute,2,75,84,0,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,2,75,84,0,Y870,NA
Intentional injuries: Intentional self-harm,acute,1,85,1000,0,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,1,85,1000,0,X7,NA
Intentional injuries: Intentional self-harm,acute,1,85,1000,0,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,1,85,1000,0,Y870,NA
Intentional injuries: Intentional self-harm,acute,2,85,1000,0,X6[^5],NA
Intentional injuries: Intentional self-harm,acute,2,85,1000,0,X7,NA
Intentional injuries: Intentional self-harm,acute,2,85,1000,0,X8[0-4],NA
Intentional injuries: Intentional self-harm,acute,2,85,1000,0,Y870,NA
Intentional injuries: Event of undetermined intent,acute,1,16,24,0.07,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,1,16,24,0.07,Y2,NA
Intentional injuries: Event of undetermined intent,acute,1,16,24,0.07,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,1,16,24,0.07,Y872,NA
Intentional injuries: Event of undetermined intent,acute,2,16,24,0.02,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,2,16,24,0.02,Y2,NA
Intentional injuries: Event of undetermined intent,acute,2,16,24,0.02,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,2,16,24,0.02,Y872,NA
Intentional injuries: Event of undetermined intent,acute,1,25,34,0.12,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,1,25,34,0.12,Y2,NA
Intentional injuries: Event of undetermined intent,acute,1,25,34,0.12,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,1,25,34,0.12,Y872,NA
Intentional injuries: Event of undetermined intent,acute,2,25,34,0.02,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,2,25,34,0.02,Y2,NA
Intentional injuries: Event of undetermined intent,acute,2,25,34,0.02,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,2,25,34,0.02,Y872,NA
Intentional injuries: Event of undetermined intent,acute,1,35,44,0.17,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,1,35,44,0.17,Y2,NA
Intentional injuries: Event of undetermined intent,acute,1,35,44,0.17,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,1,35,44,0.17,Y872,NA
Intentional injuries: Event of undetermined intent,acute,2,35,44,0.03,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,2,35,44,0.03,Y2,NA
Intentional injuries: Event of undetermined intent,acute,2,35,44,0.03,Y3[0-4],NA
Intentional injuries: Event of undetermined intent,acute,2,35,44,0.03,Y872,NA
Intentional injuries: Event of undetermined intent,acute,1,45,54,0.18,Y1[^5],NA
Intentional injuries: Event of undetermined intent,acute,1,45,54,0.18,Y2,NA
